dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
27/03/2021,27,3,2021,0,0,Spain,ES,ESP,47332614,Europe
26/03/2021,26,3,2021,7586,590,Spain,ES,ESP,47332614,Europe
25/03/2021,25,3,2021,6393,356,Spain,ES,ESP,47332614,Europe
24/03/2021,24,3,2021,7026,320,Spain,ES,ESP,47332614,Europe
23/03/2021,23,3,2021,5516,201,Spain,ES,ESP,47332614,Europe
22/03/2021,22,3,2021,16471,633,Spain,ES,ESP,47332614,Europe
21/03/2021,21,3,2021,0,0,Spain,ES,ESP,47332614,Europe
20/03/2021,20,3,2021,0,0,Spain,ES,ESP,47332614,Europe
19/03/2021,19,3,2021,0,0,Spain,ES,ESP,47332614,Europe
18/03/2021,18,3,2021,6216,117,Spain,ES,ESP,47332614,Europe
17/03/2021,17,3,2021,6092,228,Spain,ES,ESP,47332614,Europe
16/03/2021,16,3,2021,4962,141,Spain,ES,ESP,47332614,Europe
15/03/2021,15,3,2021,11358,166,Spain,ES,ESP,47332614,Europe
14/03/2021,14,3,2021,0,0,Spain,ES,ESP,47332614,Europe
13/03/2021,13,3,2021,0,0,Spain,ES,ESP,47332614,Europe
12/03/2021,12,3,2021,5348,173,Spain,ES,ESP,47332614,Europe
11/03/2021,11,3,2021,6255,124,Spain,ES,ESP,47332614,Europe
10/03/2021,10,3,2021,7163,234,Spain,ES,ESP,47332614,Europe
09/03/2021,9,3,2021,3968,291,Spain,ES,ESP,47332614,Europe
08/03/2021,8,3,2021,11958,298,Spain,ES,ESP,47332614,Europe
07/03/2021,7,3,2021,0,0,Spain,ES,ESP,47332614,Europe
06/03/2021,6,3,2021,0,0,Spain,ES,ESP,47332614,Europe
05/03/2021,5,3,2021,6654,637,Spain,ES,ESP,47332614,Europe
04/03/2021,4,3,2021,6037,254,Spain,ES,ESP,47332614,Europe
03/03/2021,3,3,2021,6137,446,Spain,ES,ESP,47332614,Europe
02/03/2021,2,3,2021,4517,192,Spain,ES,ESP,47332614,Europe
01/03/2021,1,3,2021,15978,467,Spain,ES,ESP,47332614,Europe
28/02/2021,28,2,2021,3109689,69142,Spain,ES,ESP,47332614,Europe
20/05/2021,20,5,2021,0,0,Sweden,SE,SWE,10327589,Europe
19/05/2021,19,5,2021,0,0,Sweden,SE,SWE,10327589,Europe
18/05/2021,18,5,2021,4631,0,Sweden,SE,SWE,10327589,Europe
17/05/2021,17,5,2021,2114,1,Sweden,SE,SWE,10327589,Europe
16/05/2021,16,5,2021,1409,5,Sweden,SE,SWE,10327589,Europe
15/05/2021,15,5,2021,3970,1,Sweden,SE,SWE,10327589,Europe
14/05/2021,14,5,2021,2582,4,Sweden,SE,SWE,10327589,Europe
13/05/2021,13,5,2021,3920,5,Sweden,SE,SWE,10327589,Europe
12/05/2021,12,5,2021,5274,5,Sweden,SE,SWE,10327589,Europe
11/05/2021,11,5,2021,6315,5,Sweden,SE,SWE,10327589,Europe
10/05/2021,10,5,2021,2467,14,Sweden,SE,SWE,10327589,Europe
09/05/2021,9,5,2021,1657,12,Sweden,SE,SWE,10327589,Europe
08/05/2021,8,5,2021,4479,14,Sweden,SE,SWE,10327589,Europe
07/05/2021,7,5,2021,5246,10,Sweden,SE,SWE,10327589,Europe
06/05/2021,6,5,2021,5721,6,Sweden,SE,SWE,10327589,Europe
05/05/2021,5,5,2021,6483,15,Sweden,SE,SWE,10327589,Europe
04/05/2021,4,5,2021,7037,12,Sweden,SE,SWE,10327589,Europe
03/05/2021,3,5,2021,3069,17,Sweden,SE,SWE,10327589,Europe
02/05/2021,2,5,2021,1719,12,Sweden,SE,SWE,10327589,Europe
01/05/2021,1,5,2021,4754,12,Sweden,SE,SWE,10327589,Europe
30/04/2021,30,4,2021,5426,16,Sweden,SE,SWE,10327589,Europe
29/04/2021,29,4,2021,5933,18,Sweden,SE,SWE,10327589,Europe
28/04/2021,28,4,2021,7147,20,Sweden,SE,SWE,10327589,Europe
27/04/2021,27,4,2021,7270,22,Sweden,SE,SWE,10327589,Europe
26/04/2021,26,4,2021,3072,10,Sweden,SE,SWE,10327589,Europe
25/04/2021,25,4,2021,1758,20,Sweden,SE,SWE,10327589,Europe
24/04/2021,24,4,2021,4568,13,Sweden,SE,SWE,10327589,Europe
23/04/2021,23,4,2021,5506,17,Sweden,SE,SWE,10327589,Europe
22/04/2021,22,4,2021,6250,16,Sweden,SE,SWE,10327589,Europe
21/04/2021,21,4,2021,7706,24,Sweden,SE,SWE,10327589,Europe
20/04/2021,20,4,2021,7538,25,Sweden,SE,SWE,10327589,Europe
19/04/2021,19,4,2021,2714,15,Sweden,SE,SWE,10327589,Europe
18/04/2021,18,4,2021,2514,16,Sweden,SE,SWE,10327589,Europe
17/04/2021,17,4,2021,4985,19,Sweden,SE,SWE,10327589,Europe
16/04/2021,16,4,2021,6441,14,Sweden,SE,SWE,10327589,Europe
15/04/2021,15,4,2021,7667,26,Sweden,SE,SWE,10327589,Europe
14/04/2021,14,4,2021,7095,28,Sweden,SE,SWE,10327589,Europe
13/04/2021,13,4,2021,8873,19,Sweden,SE,SWE,10327589,Europe
12/04/2021,12,4,2021,3473,17,Sweden,SE,SWE,10327589,Europe
11/04/2021,11,4,2021,2390,16,Sweden,SE,SWE,10327589,Europe
10/04/2021,10,4,2021,5628,11,Sweden,SE,SWE,10327589,Europe
09/04/2021,9,4,2021,7630,23,Sweden,SE,SWE,10327589,Europe
08/04/2021,8,4,2021,7758,22,Sweden,SE,SWE,10327589,Europe
07/04/2021,7,4,2021,7832,22,Sweden,SE,SWE,10327589,Europe
06/04/2021,6,4,2021,6814,12,Sweden,SE,SWE,10327589,Europe
05/04/2021,5,4,2021,3106,23,Sweden,SE,SWE,10327589,Europe
04/04/2021,4,4,2021,1449,14,Sweden,SE,SWE,10327589,Europe
03/04/2021,3,4,2021,3405,18,Sweden,SE,SWE,10327589,Europe
02/04/2021,2,4,2021,6843,22,Sweden,SE,SWE,10327589,Europe
01/04/2021,1,4,2021,6978,25,Sweden,SE,SWE,10327589,Europe
31/03/2021,31,3,2021,8296,23,Sweden,SE,SWE,10327589,Europe
30/03/2021,30,3,2021,8468,16,Sweden,SE,SWE,10327589,Europe
29/03/2021,29,3,2021,2966,23,Sweden,SE,SWE,10327589,Europe
28/03/2021,28,3,2021,1983,17,Sweden,SE,SWE,10327589,Europe
27/03/2021,27,3,2021,5197,19,Sweden,SE,SWE,10327589,Europe
26/03/2021,26,3,2021,6295,22,Sweden,SE,SWE,10327589,Europe
25/03/2021,25,3,2021,6369,22,Sweden,SE,SWE,10327589,Europe
24/03/2021,24,3,2021,7711,15,Sweden,SE,SWE,10327589,Europe
23/03/2021,23,3,2021,7654,14,Sweden,SE,SWE,10327589,Europe
22/03/2021,22,3,2021,2689,16,Sweden,SE,SWE,10327589,Europe
21/03/2021,21,3,2021,1579,18,Sweden,SE,SWE,10327589,Europe
20/03/2021,20,3,2021,4380,25,Sweden,SE,SWE,10327589,Europe
19/03/2021,19,3,2021,5406,11,Sweden,SE,SWE,10327589,Europe
18/03/2021,18,3,2021,5739,18,Sweden,SE,SWE,10327589,Europe
17/03/2021,17,3,2021,6432,19,Sweden,SE,SWE,10327589,Europe
16/03/2021,16,3,2021,6786,15,Sweden,SE,SWE,10327589,Europe
15/03/2021,15,3,2021,2716,21,Sweden,SE,SWE,10327589,Europe
14/03/2021,14,3,2021,1040,22,Sweden,SE,SWE,10327589,Europe
13/03/2021,13,3,2021,3953,19,Sweden,SE,SWE,10327589,Europe
12/03/2021,12,3,2021,4996,19,Sweden,SE,SWE,10327589,Europe
11/03/2021,11,3,2021,5333,15,Sweden,SE,SWE,10327589,Europe
10/03/2021,10,3,2021,5329,20,Sweden,SE,SWE,10327589,Europe
09/03/2021,9,3,2021,5928,20,Sweden,SE,SWE,10327589,Europe
08/03/2021,8,3,2021,1982,24,Sweden,SE,SWE,10327589,Europe
07/03/2021,7,3,2021,1451,17,Sweden,SE,SWE,10327589,Europe
06/03/2021,6,3,2021,3455,12,Sweden,SE,SWE,10327589,Europe
05/03/2021,5,3,2021,4070,14,Sweden,SE,SWE,10327589,Europe
04/03/2021,4,3,2021,4884,19,Sweden,SE,SWE,10327589,Europe
03/03/2021,3,3,2021,4876,19,Sweden,SE,SWE,10327589,Europe
02/03/2021,2,3,2021,6191,23,Sweden,SE,SWE,10327589,Europe
01/03/2021,1,3,2021,668992,13079,Sweden,SE,SWE,10327589,Europe
