Dato,NyePositive_PCR,NyePositive_Antigen,AntalTest_PCR,AntalTest_Antigen,Dødsfald,Nyindlæggelser
2022-09-08,828,3,6762,55,7,49
2022-09-09,671,4,6135,72,1,45
2022-09-10,495,4,3240,58,6,27
2022-09-11,616,3,3800,44,3,39
2022-09-12,1006,2,8245,36,0,55
2022-09-13,899,3,7855,26,6,57
2022-09-14,815,0,7731,25,4,50
2022-09-15,805,0,7262,30,1,45
2022-09-16,699,2,5148,39,4,38
2022-09-17,426,0,3231,24,5,42
2022-09-18,593,3,3630,17,5,51
2022-09-19,1060,1,7868,40,3,69
2022-09-20,1002,1,7367,40,8,64
2022-09-21,1117,1,7926,50,7,68
2022-09-22,1111,1,7857,35,4,59
2022-09-23,993,3,6653,37,3,72
2022-09-24,706,0,4154,15,7,57
2022-09-25,980,1,4821,22,5,78
2022-09-26,1582,4,10245,23,8,94
2022-09-27,1433,0,10129,24,9,92
2022-09-28,1264,2,8768,33,10,74
2022-09-29,1269,1,9297,23,8,82
2022-09-30,1102,0,6862,12,2,85
2022-10-01,840,1,4262,24,7,74
2022-10-02,1011,3,5108,21,4,81
2022-10-03,1751,4,10424,34,7,107
2022-10-04,1572,1,9671,21,6,109
2022-10-05,1542,3,9289,68,13,88
2022-10-06,1307,2,8512,42,6,90
2022-10-07,1268,2,7493,21,7,94
2022-10-08,914,3,4917,20,8,77
2022-10-09,1168,5,5309,28,8,76
2022-10-10,1635,1,10735,28,6,146
2022-10-11,1476,2,10017,32,9,123
2022-10-12,1413,0,9234,33,6,97
2022-10-13,1290,2,9043,31,11,96
2022-10-14,1243,2,7267,28,7,111
2022-10-15,905,0,4799,34,8,95
2022-10-16,1059,5,5023,25,8,100
2022-10-17,1466,3,8957,27,16,101
2022-10-18,1399,1,8713,17,8,107
2022-10-19,1197,1,7543,13,11,90
2022-10-20,973,0,6627,13,14,89
2022-10-21,950,0,6689,15,17,77
2022-10-22,713,0,3982,9,12,75
2022-10-23,919,0,4875,15,10,83
2022-10-24,1251,2,8994,76,7,93
2022-10-25,1095,0,8785,22,10,75
2022-10-26,1041,2,7611,17,14,79
2022-10-27,806,1,7087,65,9,71
2022-10-28,733,2,5910,12,5,65
2022-10-29,504,1,3509,11,7,47
2022-10-30,587,0,4065,7,12,38
2022-10-31,840,2,7950,24,3,68
2022-11-01,692,1,6617,19,12,52
2022-11-02,672,0,6589,17,9,51
2022-11-03,608,1,6145,36,11,57
2022-11-04,550,1,5050,8,13,40
2022-11-05,355,0,3008,12,7,27
2022-11-06,483,0,3494,8,7,39
2022-11-07,724,0,7592,20,7,50
2022-11-08,724,0,7191,13,6,49
2022-11-09,777,0,6810,15,3,32
2022-11-10,609,1,6196,15,11,43
2022-11-11,516,0,5016,11,3,43
2022-11-12,410,1,3061,6,8,25
2022-11-13,491,0,3634,9,2,36
2022-11-14,684,1,6970,30,12,42
2022-11-15,655,1,6482,11,2,34
2022-11-16,585,0,6458,22,3,41
2022-11-17,553,1,5811,8,5,36
2022-11-18,487,0,4563,13,7,35
2022-11-19,352,2,2923,22,6,22
2022-11-20,468,0,3322,15,5,36
2022-11-21,633,0,6705,15,3,36
2022-11-22,669,0,6352,9,4,45
2022-11-23,719,1,6292,9,5,39
2022-11-24,765,2,6140,11,4,56
2022-11-25,629,1,4914,19,5,46
2022-11-26,479,0,3064,23,2,35
2022-11-27,649,0,3721,20,7,46
2022-11-28,1141,4,7971,19,3,76
2022-11-29,1131,1,7377,15,3,68
2022-11-30,1229,0,7401,11,5,59
2022-12-01,1096,2,6596,18,4,70
2022-12-02,990,0,5851,0,1,61
2022-12-03,742,0,4190,0,8,53
2022-12-04,952,0,4756,0,5,61
2022-12-05,1631,0,9604,0,6,80
2022-12-06,1712,0,9641,0,10,81
2022-12-07,1763,0,8919,0,5,71
2022-12-08,1487,0,8731,0,5,75
2022-12-09,758,0,5046,0,12,67
2022-12-10,578,0,3641,0,2,67
2022-12-11,663,0,3367,0,6,86
2022-12-12,1060,0,6850,0,11,98
2022-12-13,1118,0,6504,0,8,92
2022-12-14,1204,0,6502,0,8,119
2022-12-15,1077,0,6244,0,9,96
2022-12-16,945,0,5503,0,8,106
2022-12-17,747,0,3513,0,8,84
2022-12-18,909,0,3971,0,14,105
2022-12-19,1502,0,8694,0,9,142
2022-12-20,1597,0,8447,0,10,130
2022-12-21,1723,0,8315,0,11,127
2022-12-22,1877,0,9751,0,14,130
2022-12-23,1511,0,7793,0,10,116
2022-12-24,527,0,2846,0,9,80
2022-12-25,568,0,3261,0,13,115
2022-12-26,725,0,4117,0,12,103
2022-12-27,1446,0,8356,0,5,140
2022-12-28,1317,0,7293,0,17,144
2022-12-29,1273,0,7510,0,10,136
2022-12-30,1121,0,6430,0,12,101
2022-12-31,474,0,3056,0,24,88
2023-01-01,437,0,2788,0,16,100
2023-01-02,1090,0,8490,0,15,121
2023-01-03,882,0,7363,0,16,124
2023-01-04,848,0,6727,0,14,102
2023-01-05,610,0,6790,0,11,104
2023-01-06,517,0,5449,0,20,89
2023-01-07,299,0,2874,0,13,51
2023-01-08,329,0,2926,0,9,56
2023-01-09,513,0,6042,0,19,65
2023-01-10,357,0,4724,0,13,66
2023-01-11,361,0,4407,0,11,63
2023-01-12,320,0,4163,0,13,63
2023-01-13,250,0,3246,0,14,48
2023-01-14,141,0,1646,0,9,34
2023-01-15,160,0,1864,0,11,51
2023-01-16,287,0,4468,0,13,52
2023-01-17,213,0,3574,0,9,33
2023-01-18,201,0,3241,0,15,31
2023-01-19,192,0,3307,0,13,39
2023-01-20,155,0,2296,0,8,25
2023-01-21,100,0,1407,0,7,20
2023-01-22,135,0,1438,0,9,30
2023-01-23,174,0,3369,0,4,19
2023-01-24,159,0,3034,0,7,26
2023-01-25,202,0,2964,0,5,20
2023-01-26,162,0,2884,0,4,21
2023-01-27,147,0,2231,0,8,23
2023-01-28,110,0,1266,0,8,16
2023-01-29,133,0,1450,0,3,22
2023-01-30,196,0,3512,0,7,28
2023-01-31,154,0,2829,0,6,29
2023-02-01,182,0,2306,0,8,28
2023-02-02,150,0,2143,0,5,23
2023-02-03,125,0,2000,0,7,26
2023-02-04,99,0,1334,0,5,16
2023-02-05,92,0,1252,0,3,28
2023-02-06,181,0,2459,0,5,33
2023-02-07,158,0,2300,0,1,38
2023-02-08,160,0,2272,0,2,22
2023-02-09,142,0,2312,0,3,26
2023-02-10,146,0,1951,0,2,27
2023-02-11,85,0,1133,0,8,20
2023-02-12,107,0,1268,0,4,19
2023-02-13,159,0,2104,0,6,33
2023-02-14,150,0,1829,0,3,31
2023-02-15,121,0,1705,0,8,29
2023-02-16,125,0,1622,0,5,22
2023-02-17,119,0,1571,0,2,25
2023-02-18,82,0,973,0,3,30
2023-02-19,103,0,1062,0,3,24
2023-02-20,172,0,1870,0,1,26
2023-02-21,112,0,1579,0,2,29
2023-02-22,151,0,1609,0,2,29
2023-02-23,109,0,1498,0,4,33
2023-02-24,111,0,1364,0,5,27
2023-02-25,69,0,815,0,7,19
2023-02-26,76,0,849,0,1,24
2023-02-27,140,0,1710,0,7,31
2023-02-28,127,0,1397,0,5,30
2023-03-01,104,0,1350,0,2,30
2023-03-02,109,0,1324,0,1,35
2023-03-03,120,0,1242,0,4,27
2023-03-04,62,0,772,0,5,32
2023-03-05,98,0,891,0,2,33
2023-03-06,148,0,1495,0,4,46
2023-03-07,134,0,1309,0,3,48
2023-03-08,143,0,1292,0,5,39
2023-03-09,132,0,1329,0,5,30
2023-03-10,134,0,1217,0,3,36
2023-03-11,106,0,826,0,5,35
2023-03-12,93,0,895,0,5,19
2023-03-13,200,0,1632,0,1,50
2023-03-14,205,0,1430,0,6,58
2023-03-15,247,0,1411,0,2,75
2023-03-16,200,0,1409,0,7,63
2023-03-17,201,0,1414,0,3,61
2023-03-18,141,0,839,0,3,58
2023-03-19,148,0,937,0,0,58
2023-03-20,271,0,1612,0,5,75
2023-03-21,280,0,1465,0,1,80
2023-03-22,288,0,1616,0,2,67
2023-03-23,230,0,1435,0,4,59
2023-03-24,233,0,1463,0,6,72
2023-03-25,156,0,861,0,6,65
2023-03-26,137,0,871,0,3,58
2023-03-27,276,0,1591,0,7,89
2023-03-28,218,0,1314,0,4,62
2023-03-29,201,0,1296,0,5,62
2023-03-30,159,0,1170,0,4,41
